what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271158716921
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271158717875
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271158718093
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271158719250
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271158719515
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271158719921
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271158721718
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271158743687
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1271158743734
started,bundle,org.eclipse.pde.core,3.5.101.v20100104,"org.eclipse.pde.core",1271158743875
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1271158746234
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1271158750359
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271158752500
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271158758078
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271158766703
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271158770781
opened,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1271158773375
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1271158773468
opened,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1271158776515
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271158780734
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271158781859
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271158782656
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271158791515
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1271158791531
started,bundle,org.eclipse.wst.ws.service.policy,1.0.103.v200905151848,"org.eclipse.wst.ws.service.policy",1271158794968
started,bundle,org.eclipse.wst.command.env,1.0.408.v200903110045,"org.eclipse.wst.command.env",1271158794968
started,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1271158794984
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271158795921
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271158806171
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1271158806203
