what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.jsdt.ui,1.0.201.v2010012803,"org.eclipse.wst.jsdt.ui",1270082660546
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270082660765
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.self.encapsulate.field",1270082660796
started,bundle,org.eclipse.mylyn.java.tasks,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.java.tasks",1270082661984
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1270082664218
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270082668390
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270082670015
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.self.encapsulate.field",1270082670015
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270082677546
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270082679125
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.self.encapsulate.field",1270082679140
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270082682218
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270082684062
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.self.encapsulate.field",1270082684078
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1270082691484
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1270082691625
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1270082692000
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1270082720375
